199.966470,31.749820,0.028213
296.722306,52.775636,0.041560
487.540966,91.262229,0.069065
669.522156,128.393925,0.094694
846.305070,164.639059,0.122084
1016.326089,200.002630,0.146844
1186.242224,233.914124,0.173568
1352.753283,269.801906,0.198975
1515.044188,301.504473,0.224265
1673.882342,335.246129,0.249615
1818.623109,361.944738,0.274842
1964.425857,397.254472,0.298037
2107.628476,402.882248,0.323543
2247.113806,466.661082,0.347350
2388.112926,496.982027,0.373374
2530.367020,522.145590,0.397450
2668.316258,575.093266,0.422589
2803.096516,592.473234,0.447368
2940.562946,604.130334,0.474144
3067.257525,642.393231,0.500612
3195.684849,658.681029,0.523822
3318.798729,695.428369,0.550011
3445.417046,721.276370,0.575376
3566.953665,738.527927,0.600103
3683.973590,753.429840,0.625867
3800.366152,809.168239,0.651737
3914.496674,731.916123,0.676688
3993.353655,278.210628,0.705939
4013.581651,21.549773,0.732771
4014.974692,3.231480,0.760056
4015.248919,1.728776,0.787545
199.966470,31.749820,0.000000
296.722306,52.775636,10.000000
487.540966,91.262229,20.000000
669.522156,128.393925,30.000000
846.305070,164.639059,40.000000
1016.326089,200.002630,50.000000
1186.242224,233.914124,60.000000
1352.753283,269.801906,70.000000
1515.044188,301.504473,80.000000
1673.882342,335.246129,90.000000
1818.623109,361.944738,100.000000
1964.425857,397.254472,110.000000
2107.628476,402.882248,120.000000
2247.113806,466.661082,130.000000
2388.112926,496.982027,140.000000
2530.367020,522.145590,150.000000
2668.316258,575.093266,160.000000
2803.096516,592.473234,170.000000
2940.562946,604.130334,180.000000
3067.257525,642.393231,190.000000
199.966470,31.749820,0.027093
296.722306,52.775636,0.039785
487.540966,91.262229,0.069229
669.522156,128.393925,0.095528
846.305070,164.639059,0.121237
1016.326089,200.002630,0.147360
1186.242224,233.914124,0.172868
1352.753283,269.801906,0.198620
1515.044188,301.504473,0.224627
1673.882342,335.246129,0.249799
1818.623109,361.944738,0.274281
1964.425857,397.254472,0.299939
2107.628476,402.882248,0.324124
2247.113806,466.661082,0.348729
2388.112926,496.982027,0.373174
2530.367020,522.145590,0.399493
2668.316258,575.093266,0.423421
2803.096516,592.473234,0.448004
2940.562946,604.130334,0.473711
3067.257525,642.393231,0.497301
3195.684849,658.681029,0.525174
3318.798729,695.428369,0.548860
3445.417046,721.276370,0.574671
3566.953665,738.527927,0.601786
3683.973590,753.429840,0.626113
3800.366152,809.168239,0.651737
3914.496674,731.916123,0.677719
3993.353655,278.210628,0.704616
4013.581651,21.549773,0.734949
4014.974692,3.231480,0.759497
4015.248919,1.728776,0.787833
199.966470,31.749820,0.026452
296.722306,52.775636,0.041237
487.540966,91.262229,0.069557
669.522156,128.393925,0.095194
846.305070,164.639059,0.120898
1016.326089,200.002630,0.147188
1186.242224,233.914124,0.173218
1352.753283,269.801906,0.199687
1515.044188,301.504473,0.224989
1673.882342,335.246129,0.249799
1818.623109,361.944738,0.274655
1964.425857,397.254472,0.299178
2107.628476,402.882248,0.324124
2247.113806,466.661082,0.350305
2388.112926,496.982027,0.372372
2530.367020,522.145590,0.399084
2668.316258,575.093266,0.423213
2803.096516,592.473234,0.448852
2940.562946,604.130334,0.475226
3067.257525,642.393231,0.499066
3195.684849,658.681029,0.526077
3318.798729,695.428369,0.549321
3445.417046,721.276370,0.575847
3566.953665,738.527927,0.601545
3683.973590,753.429840,0.627590
3800.366152,809.168239,0.652492
3914.496674,731.916123,0.678751
3993.353655,278.210628,0.704087
4013.581651,21.549773,0.731413
4014.974692,3.231480,0.759497
4015.248919,1.728776,0.788696
199.966470,31.749820,0.026612
296.722306,52.775636,0.041076
487.540966,91.262229,0.068080
669.522156,128.393925,0.095694
846.305070,164.639059,0.121237
1016.326089,200.002630,0.147360
1186.242224,233.914124,0.172868
1352.753283,269.801906,0.198442
1515.044188,301.504473,0.224084
1673.882342,335.246129,0.249799
1818.623109,361.944738,0.275029
1964.425857,397.254472,0.299178
2107.628476,402.882248,0.324705
2247.113806,466.661082,0.348926
2388.112926,496.982027,0.374377
2530.367020,522.145590,0.399493
2668.316258,575.093266,0.424254
2803.096516,592.473234,0.449702
2940.562946,604.130334,0.475010
3067.257525,642.393231,0.498845
3195.684849,658.681029,0.524047
3318.798729,695.428369,0.549321
3445.417046,721.276370,0.576082
3566.953665,738.527927,0.601305
3683.973590,753.429840,0.626605
3800.366152,809.168239,0.653752
3914.496674,731.916123,0.678235
3993.353655,278.210628,0.706469
4013.581651,21.549773,0.730056
4014.974692,3.231480,0.759218
4015.248919,1.728776,0.786109
199.966470,31.749820,0.026612
296.722306,52.775636,0.040592
487.540966,91.262229,0.068737
669.522156,128.393925,0.095194
846.305070,164.639059,0.122084
1016.326089,200.002630,0.147188
1186.242224,233.914124,0.173393
1352.753283,269.801906,0.199687
1515.044188,301.504473,0.224627
1673.882342,335.246129,0.250903
1818.623109,361.944738,0.274842
1964.425857,397.254472,0.300510
2107.628476,402.882248,0.325286
2247.113806,466.661082,0.349714
2388.112926,496.982027,0.373775
2530.367020,522.145590,0.399493
2668.316258,575.093266,0.424879
2803.096516,592.473234,0.449277
2940.562946,604.130334,0.475010
3067.257525,642.393231,0.499508
3195.684849,658.681029,0.524272
3318.798729,695.428369,0.550011
3445.417046,721.276370,0.576318
3566.953665,738.527927,0.601786
3683.973590,753.429840,0.627097
3800.366152,809.168239,0.652744
3914.496674,731.916123,0.679009
3993.353655,278.210628,0.706204
4013.581651,21.549773,0.732771
4014.974692,3.231480,0.761454
4015.248919,1.728776,0.787545
199.966470,31.749820,0.026772
296.722306,52.775636,0.040592
487.540966,91.262229,0.068409
669.522156,128.393925,0.095361
846.305070,164.639059,0.121406
1016.326089,200.002630,0.146672
1186.242224,233.914124,0.173043
1352.753283,269.801906,0.198797
1515.044188,301.504473,0.225532
1673.882342,335.246129,0.249432
1818.623109,361.944738,0.275029
1964.425857,397.254472,0.299748
2107.628476,402.882248,0.325286
2247.113806,466.661082,0.349123
2388.112926,496.982027,0.373174
2530.367020,522.145590,0.399698
2668.316258,575.093266,0.424671
2803.096516,592.473234,0.449065
2940.562946,604.130334,0.475226
3067.257525,642.393231,0.499287
3195.684849,658.681029,0.524047
3318.798729,695.428369,0.548171
3445.417046,721.276370,0.574671
3566.953665,738.527927,0.601305
3683.973590,753.429840,0.626113
3800.366152,809.168239,0.652744
3914.496674,731.916123,0.678751
3993.353655,278.210628,0.704616
4013.581651,21.549773,0.731141
