4014.974692,3.231480,0.762294
4015.248919,1.728776,0.788984
199.966470,31.749820,0.027253
296.722306,52.775636,0.041237
487.540966,91.262229,0.068901
669.522156,128.393925,0.095194
846.305070,164.639059,0.122592
1016.326089,200.002630,0.148049
1186.242224,233.914124,0.174443
1352.753283,269.801906,0.199865
1515.044188,301.504473,0.224989
1673.882342,335.246129,0.251088
1818.623109,361.944738,0.276340
1964.425857,397.254472,0.300320
2107.628476,402.882248,0.325480
2247.113806,466.661082,0.349320
2388.112926,496.982027,0.374578
2530.367020,522.145590,0.400311
2668.316258,575.093266,0.425505
2803.096516,592.473234,0.450339
2940.562946,604.130334,0.476093
3067.257525,642.393231,0.500612
3195.684849,658.681029,0.524948
3318.798729,695.428369,0.550011
3445.417046,721.276370,0.576318
3566.953665,738.527927,0.602027
3683.973590,753.429840,0.628575
3800.366152,809.168239,0.655014
3914.496674,731.916123,0.679784
3993.353655,278.210628,0.706204
4013.581651,21.549773,0.734132
4014.974692,3.231480,0.760336
4015.248919,1.728776,0.788984
199.966470,31.749820,0.005143
296.722306,52.775636,0.005143
199.966470,31.749820,0.005143
199.966470,31.749820,0.005143
296.722306,52.775636,0.005143
487.540966,91.262229,0.031099
669.522156,128.393925,0.057292
846.305070,164.639059,0.082740
1016.326089,200.002630,0.106736
1186.242224,233.914124,0.131942
1352.753283,269.801906,0.156683
1515.044188,301.504473,0.182167
1673.882342,335.246129,0.205750
1818.623109,361.944738,0.229338
1964.425857,397.254472,0.254221
2107.628476,402.882248,0.277464
2247.113806,466.661082,0.301272
2388.112926,496.982027,0.325480
2530.367020,522.145590,0.349320
2668.316258,575.093266,0.373575
2803.096516,592.473234,0.396022
2940.562946,604.130334,0.421965
3067.257525,642.393231,0.443557
3195.684849,658.681029,0.467451
3318.798729,695.428369,0.492240
3445.417046,721.276370,0.516410
3566.953665,738.527927,0.539923
3683.973590,753.429840,0.564372
3800.366152,809.168239,0.588625
3914.496674,731.916123,0.613398
3993.353655,278.210628,0.637980
4013.581651,21.549773,0.664141
4014.974692,3.231480,0.690168
4015.248919,1.728776,0.714716
199.966470,31.749820,0.005143
296.722306,52.775636,0.005143
487.540966,91.262229,0.030618
669.522156,128.393925,0.056640
846.305070,164.639059,0.081417
1016.326089,200.002630,0.106233
1186.242224,233.914124,0.131942
1352.753283,269.801906,0.155817
1515.044188,301.504473,0.181287
1673.882342,335.246129,0.203964
1818.623109,361.944738,0.228249
1964.425857,397.254472,0.251824
2107.628476,402.882248,0.275778
2247.113806,466.661082,0.298037
2388.112926,496.982027,0.322576
2530.367020,522.145590,0.345580
2668.316258,575.093266,0.369169
2803.096516,592.473234,0.393374
2940.562946,604.130334,0.415742
3067.257525,642.393231,0.439758
3195.684849,658.681029,0.463581
3318.798729,695.428369,0.487418
3445.417046,721.276370,0.512162
3566.953665,738.527927,0.535821
3683.973590,753.429840,0.559953
3800.366152,809.168239,0.583165
3914.496674,731.916123,0.607577
3993.353655,278.210628,0.631043
4013.581651,21.549773,0.654257
4014.974692,3.231480,0.681076
4015.248919,1.728776,0.707529
